"","BFS","J_0_6","J_7_15","J_16_19","J_20_24","J_25_44","J_45_64","J_65_79","J_80P","MANN","FRAU","SCHWEIZ","AUSLAND","STICHTAG","TOT","GKODE_HEKTARMP","GKODN_HEKTARMP"
"19158",66,1,3,2,1,10,4,0,0,9,12,12,9,2018-03-31,21,2685350,1253650
"19159",13,7,13,0,0,18,28,4,0,33,37,52,18,2018-03-31,70,2679650,1241950
"19160",153,0,7,0,2,1,11,3,0,13,11,20,4,2018-03-31,24,2699850,1234150
"19161",173,3,2,0,1,15,17,4,1,22,21,38,5,2018-03-31,43,2705050,1248750
"19162",198,0,5,4,2,4,21,16,6,30,28,52,6,2018-03-31,58,2695050,1245150
"19163",231,3,0,2,0,4,9,5,0,14,9,22,1,2018-03-31,23,2705550,1256250
"19164",61,3,3,0,1,12,7,3,0,15,14,23,6,2018-03-31,29,2679350,1272050
"19165",92,1,1,0,0,7,3,1,0,7,6,10,3,2018-03-31,13,2680650,1258650
"19166",295,0,2,0,0,3,4,1,1,6,5,11,0,2018-03-31,11,2686950,1233650
"19167",178,1,0,2,1,1,7,6,1,13,6,17,2,2018-03-31,19,2702050,1251950
"19168",196,0,4,4,5,3,14,1,0,13,18,31,0,2018-03-31,31,2697050,1241250
"19169",82,4,3,0,2,16,13,5,4,25,22,39,8,2018-03-31,47,2672650,1258250
"19170",139,0,4,1,0,1,4,3,0,7,6,12,1,2018-03-31,13,2684150,1240050
"19171",4,5,7,3,0,9,7,4,1,17,19,27,9,2018-03-31,36,2683950,1231350
"19172",193,2,2,3,1,9,8,3,0,15,13,15,13,2018-03-31,28,2689750,1247150
"19173",191,4,5,0,0,10,6,1,0,11,15,8,18,2018-03-31,26,2690450,1248750
"19174",97,6,8,3,5,18,26,4,1,36,35,67,4,2018-03-31,71,2682150,1255350
"19175",296,3,3,2,1,11,14,4,1,18,21,32,7,2018-03-31,39,2697350,1251650
"19176",191,0,2,0,2,10,14,4,0,16,16,28,4,2018-03-31,32,2689150,1250050
"19177",22,1,5,0,0,6,6,3,0,10,11,20,1,2018-03-31,21,2691650,1278550
"19178",42,2,3,1,2,11,7,5,1,16,16,27,5,2018-03-31,32,2701650,1277750
"19179",117,11,15,7,10,43,59,15,4,73,91,141,23,2018-03-31,164,2706550,1239650
"19180",261,0,3,0,0,1,5,1,2,4,8,11,1,2018-03-31,12,2682550,1246750
"19181",38,0,0,0,0,1,7,3,1,7,5,9,3,2018-03-31,12,2687550,1278150
"19182",96,3,2,1,1,6,3,3,5,13,11,15,9,2018-03-31,24,2678450,1255750
"19183",158,2,0,1,0,2,10,1,0,8,8,14,2,2018-03-31,16,2697050,1233550
"19184",57,1,2,3,0,2,7,7,0,11,11,19,3,2018-03-31,22,2685150,1267150
"19185",245,0,3,1,0,3,4,11,1,13,10,23,0,2018-03-31,23,2677350,1251850
"19186",297,2,0,0,3,8,1,2,2,10,8,18,0,2018-03-31,18,2708750,1247350
"19187",261,4,4,0,1,5,8,8,0,12,18,29,1,2018-03-31,30,2685150,1245150
"19188",154,0,0,0,0,0,2,8,3,6,7,12,1,2018-03-31,13,2687850,1240850
"19189",100,3,2,1,1,10,8,1,4,13,17,29,1,2018-03-31,30,2677350,1265550
"19190",43,1,1,0,1,3,6,1,1,8,6,13,1,2018-03-31,14,2689450,1270050
"19191",120,0,1,1,0,3,5,0,1,6,5,10,1,2018-03-31,11,2712950,1235850
"19192",221,1,2,0,1,3,4,1,1,10,3,12,1,2018-03-31,13,2695850,1266850
"19193",9,1,3,0,0,3,4,0,0,7,4,11,0,2018-03-31,11,2679550,1234250
"19194",297,0,1,2,2,1,8,4,0,11,7,18,0,2018-03-31,18,2707250,1249550
"19195",141,0,4,0,2,9,4,2,2,10,13,16,7,2018-03-31,23,2684550,1237650
"19196",156,0,1,1,5,2,8,1,2,8,12,19,1,2018-03-31,20,2690850,1236650
"19197",261,1,5,2,0,11,9,7,7,23,19,34,8,2018-03-31,42,2683050,1243350
"19198",177,0,0,3,5,6,10,2,0,18,8,22,4,2018-03-31,26,2701750,1247050
"19199",198,2,2,0,0,2,6,2,0,6,8,14,0,2018-03-31,14,2695450,1246550
"19200",261,0,0,0,3,12,8,1,1,7,18,11,14,2018-03-31,25,2682850,1244250
"19201",261,12,9,1,6,81,17,5,0,67,64,80,51,2018-03-31,131,2683250,1252350
"19202",86,0,1,1,1,2,7,12,8,9,23,29,3,2018-03-31,32,2676350,1259350
"19203",261,4,14,5,4,20,31,3,6,45,42,34,53,2018-03-31,87,2684250,1247750
"19204",121,11,3,2,5,42,23,14,0,46,54,63,37,2018-03-31,100,2702250,1242050
"19205",251,1,2,2,4,6,24,8,1,22,26,46,2,2018-03-31,48,2674650,1252450
"19206",196,2,4,0,0,3,7,3,0,8,11,18,1,2018-03-31,19,2697850,1239650
"19207",295,3,2,1,0,5,2,4,0,9,8,17,0,2018-03-31,17,2689650,1233550
"19208",295,0,5,5,0,4,3,0,0,11,6,7,10,2018-03-31,17,2687750,1235150
"19209",296,0,2,3,2,9,6,2,0,16,8,19,5,2018-03-31,24,2697350,1251350
"19210",154,0,0,0,1,2,4,3,3,7,6,10,3,2018-03-31,13,2690450,1242350
"19211",251,8,9,1,10,51,32,7,0,63,55,80,38,2018-03-31,118,2673850,1251850
"19212",66,0,4,0,0,8,5,6,0,11,12,9,14,2018-03-31,23,2684750,1253950
"19213",96,1,2,4,3,13,14,11,0,22,26,24,24,2018-03-31,48,2676750,1256350
"19214",198,2,5,2,0,4,5,5,0,11,12,17,6,2018-03-31,23,2697650,1245150
"19215",198,1,0,1,4,19,6,1,0,14,18,24,8,2018-03-31,32,2695950,1246050
"19216",221,4,1,0,1,8,16,7,0,17,20,32,5,2018-03-31,37,2694650,1266750
"19217",242,7,2,0,0,15,8,4,0,17,19,24,12,2018-03-31,36,2675550,1245250
"19218",89,1,9,1,0,9,3,2,0,15,10,4,21,2018-03-31,25,2679950,1260850
"19219",119,4,3,0,0,5,1,0,0,7,6,12,1,2018-03-31,13,2700150,1244750
"19220",200,0,2,1,1,4,4,0,0,5,7,12,0,2018-03-31,12,2691050,1251450
"19221",152,2,5,0,1,9,8,4,4,16,17,22,11,2018-03-31,33,2688950,1238150
"19222",62,0,0,0,0,4,9,2,0,9,6,7,8,2018-03-31,15,2686050,1256750
"19223",261,3,11,2,2,14,19,4,3,27,31,39,19,2018-03-31,58,2681050,1252950
"19224",231,2,4,0,0,2,3,0,2,6,7,13,0,2018-03-31,13,2701250,1257150
"19225",199,0,0,0,0,3,10,6,0,10,9,17,2,2018-03-31,19,2693150,1249250
"19226",64,1,3,3,5,20,25,9,1,33,34,51,16,2018-03-31,67,2691150,1255650
"19227",242,11,0,2,5,25,14,1,1,30,29,47,12,2018-03-31,59,2676750,1245950
"19228",298,0,5,0,1,1,9,3,4,10,13,23,0,2018-03-31,23,2701950,1264750
"19229",96,0,0,0,0,7,7,1,0,8,7,11,4,2018-03-31,15,2677550,1255350
"19230",90,2,1,0,1,2,7,0,0,7,6,13,0,2018-03-31,13,2679850,1258250
"19231",261,6,1,0,0,12,7,5,1,14,18,17,15,2018-03-31,32,2684250,1245950
"19232",158,1,1,0,1,1,2,13,0,9,10,17,2,2018-03-31,19,2697950,1233350
"19233",3,0,0,1,4,0,7,2,0,4,10,14,0,2018-03-31,14,2677750,1240650
"19234",90,5,3,1,3,16,4,2,0,17,17,22,12,2018-03-31,34,2679050,1258350
"19235",96,0,2,2,1,1,8,4,3,10,11,21,0,2018-03-31,21,2678650,1255750
"19236",57,0,0,1,1,1,4,3,1,4,7,10,1,2018-03-31,11,2686650,1265050
"19237",152,3,7,4,3,10,17,2,0,25,21,39,7,2018-03-31,46,2688950,1238750
"19238",191,0,1,2,5,9,3,0,0,14,6,5,15,2018-03-31,20,2687750,1250650
"19239",139,8,6,1,5,16,17,3,1,28,29,33,24,2018-03-31,57,2683850,1240350
"19240",198,2,2,1,1,23,11,4,3,25,22,41,6,2018-03-31,47,2695950,1245950
"19241",295,1,4,1,0,7,6,0,1,12,8,15,5,2018-03-31,20,2689750,1234050
"19242",96,2,3,1,2,7,5,0,0,9,11,5,15,2018-03-31,20,2677750,1254150
"19243",230,13,17,3,14,51,42,12,6,78,80,86,72,2018-03-31,158,2694050,1263350
"19244",230,1,15,11,1,16,39,28,7,56,62,82,36,2018-03-31,118,2699050,1260550
"19245",230,10,9,3,5,41,20,9,1,43,55,73,25,2018-03-31,98,2695850,1260550
"19246",57,1,4,2,3,3,12,4,0,16,13,26,3,2018-03-31,29,2684850,1267150
"19247",51,6,23,10,17,65,52,27,4,109,95,136,68,2018-03-31,204,2683350,1262250
"19248",261,13,27,6,11,163,106,32,12,184,186,282,88,2018-03-31,370,2682150,1249750
"19249",261,20,12,4,10,151,44,15,2,118,140,182,76,2018-03-31,258,2682450,1249750
"19250",230,6,1,0,7,75,22,17,3,62,69,99,32,2018-03-31,131,2699950,1261050
"19251",154,1,9,5,0,4,14,11,4,28,20,39,9,2018-03-31,48,2686250,1242350
"19252",52,3,12,2,1,25,25,8,1,33,44,58,19,2018-03-31,77,2689450,1255350
"19253",172,6,15,6,3,30,17,5,2,43,41,70,14,2018-03-31,84,2698950,1249450
"19254",121,10,11,7,6,33,23,2,0,50,42,50,42,2018-03-31,92,2701950,1242950
"19255",138,5,6,5,7,34,32,11,5,56,49,79,26,2018-03-31,105,2696050,1229350
"19256",297,2,2,0,0,12,7,2,0,11,14,24,1,2018-03-31,25,2707250,1249350
"19257",153,1,4,1,0,9,12,4,1,15,17,26,6,2018-03-31,32,2702050,1232850
"19258",244,6,2,1,3,16,30,8,0,35,31,55,11,2018-03-31,66,2673750,1252650
"19259",230,7,15,2,14,54,28,21,6,72,75,104,43,2018-03-31,147,2699050,1262650
"19260",261,0,0,0,8,25,16,8,1,29,29,37,21,2018-03-31,58,2681250,1252350
"19261",261,6,0,0,3,99,48,15,4,81,94,137,38,2018-03-31,175,2681850,1250050
"19262",53,2,9,5,9,22,29,19,3,44,54,62,36,2018-03-31,98,2683350,1263850
"19263",153,10,9,2,2,23,23,6,3,35,43,60,18,2018-03-31,78,2701250,1233650
"19264",69,1,3,2,3,6,17,5,1,21,17,36,2,2018-03-31,38,2687850,1251750
"19265",61,0,3,1,0,2,4,6,1,7,10,15,2,2018-03-31,17,2678750,1271950
"19266",261,22,24,9,11,116,50,18,1,109,142,156,95,2018-03-31,251,2685250,1252050
"19267",118,16,14,3,11,72,35,11,7,89,80,130,39,2018-03-31,169,2707150,1234450
"19268",249,11,12,7,11,44,34,13,1,64,69,55,78,2018-03-31,133,2676650,1251750
"19269",261,12,2,4,7,37,23,5,4,45,49,40,54,2018-03-31,94,2685750,1251050
"19270",221,5,4,1,3,26,18,13,1,35,36,64,7,2018-03-31,71,2694750,1266750
"19271",261,6,1,0,2,49,19,13,5,41,54,59,36,2018-03-31,95,2682650,1246350
"19272",261,7,8,10,9,7,40,32,62,65,110,174,1,2018-03-31,175,2681150,1245750
"19273",261,5,1,1,1,23,9,4,0,25,19,29,15,2018-03-31,44,2679550,1248050
"19274",261,9,21,6,10,83,77,60,15,127,154,234,47,2018-03-31,281,2683550,1247450
"19275",177,1,5,1,2,7,9,13,3,22,19,41,0,2018-03-31,41,2701250,1247850
"19276",156,9,6,4,0,14,23,3,0,32,27,45,14,2018-03-31,59,2689850,1236950
"19277",157,1,7,3,10,9,16,8,9,31,32,50,13,2018-03-31,63,2697050,1236350
"19278",230,7,12,4,4,29,28,21,11,56,60,93,23,2018-03-31,116,2698650,1260750
"19279",261,7,13,10,7,26,40,7,1,58,53,70,41,2018-03-31,111,2679250,1248650
"19280",3,4,4,3,5,9,19,17,3,26,38,61,3,2018-03-31,64,2677450,1241150
"19281",261,8,15,2,2,26,31,8,1,45,48,73,20,2018-03-31,93,2680050,1248350
"19282",261,10,5,2,4,26,38,7,7,45,54,64,35,2018-03-31,99,2677750,1249250
"19283",93,2,4,1,0,4,8,9,5,19,14,27,6,2018-03-31,33,2672950,1261950
"19284",261,9,0,0,4,90,36,9,7,73,82,90,65,2018-03-31,155,2684150,1246450
"19285",199,5,12,5,5,12,25,2,0,38,28,63,3,2018-03-31,66,2693850,1251650
"19286",115,2,2,0,2,2,9,2,4,12,11,21,2,2018-03-31,23,2701650,1241250
"19287",118,3,2,1,3,20,11,11,3,24,30,36,18,2018-03-31,54,2706650,1234550
"19288",191,2,1,1,1,6,4,5,1,8,13,20,1,2018-03-31,21,2690050,1251350
"19289",261,9,14,3,2,13,21,12,2,38,38,41,35,2018-03-31,76,2684850,1247450
"19290",261,11,9,7,13,77,24,7,11,81,78,72,87,2018-03-31,159,2684050,1251150
"19291",53,7,1,1,4,19,4,2,0,22,16,27,11,2018-03-31,38,2682650,1262950
"19292",261,18,16,3,4,35,35,25,12,67,81,124,24,2018-03-31,148,2681850,1253150
"19293",230,4,3,1,2,13,6,8,5,17,25,26,16,2018-03-31,42,2696450,1263850
"19294",261,8,3,2,2,18,15,7,0,25,30,40,15,2018-03-31,55,2686650,1248650
"19295",261,5,18,9,6,15,24,4,4,36,49,72,13,2018-03-31,85,2679150,1250050
"19296",227,2,2,2,4,4,7,10,1,16,16,31,1,2018-03-31,32,2697250,1266250
"19297",197,2,3,1,5,41,9,0,4,32,33,41,24,2018-03-31,65,2692350,1248950
"19298",119,1,3,0,3,13,14,2,0,21,15,35,1,2018-03-31,36,2700450,1244550
"19299",52,3,10,10,10,29,39,8,1,55,55,91,19,2018-03-31,110,2689850,1255150
"19300",261,6,11,3,1,23,12,10,4,27,43,52,18,2018-03-31,70,2679350,1250750
"19301",62,12,10,4,4,56,40,25,8,75,84,108,51,2018-03-31,159,2686850,1256450
"19302",261,15,2,0,0,66,21,13,10,61,66,72,55,2018-03-31,127,2682450,1244050
"19303",121,0,0,0,4,3,11,4,0,14,8,20,2,2018-03-31,22,2701950,1243350
"19304",114,6,5,0,0,10,4,0,0,12,13,17,8,2018-03-31,25,2711350,1241450
"19305",261,25,15,6,15,61,41,11,2,83,93,103,73,2018-03-31,176,2680750,1252350
"19306",69,0,3,0,2,11,12,7,1,17,19,32,4,2018-03-31,36,2687650,1252650
"19307",295,4,5,4,6,26,24,9,1,36,43,39,40,2018-03-31,79,2688850,1233550
"19308",261,23,10,5,6,80,40,11,11,98,88,131,55,2018-03-31,186,2683550,1250850
"19309",142,6,14,10,12,42,46,40,7,95,82,119,58,2018-03-31,177,2692550,1232050
"19310",157,2,1,1,0,9,15,3,2,18,15,32,1,2018-03-31,33,2696750,1237250
"19311",141,18,5,2,1,51,15,10,7,48,61,57,52,2018-03-31,109,2685450,1238650
"19312",193,1,3,2,1,2,8,2,3,10,12,22,0,2018-03-31,22,2689550,1246850
"19313",13,9,14,2,3,30,31,2,1,51,41,78,14,2018-03-31,92,2679650,1241850
"19314",155,2,3,1,2,5,19,32,18,42,40,78,4,2018-03-31,82,2695850,1234050
"19315",141,3,6,6,2,13,13,9,4,30,26,44,12,2018-03-31,56,2684550,1238850
"19316",156,2,12,3,3,15,22,0,1,32,26,42,16,2018-03-31,58,2692150,1235650
"19317",198,8,11,6,11,41,27,9,3,58,58,73,43,2018-03-31,116,2695650,1244450
"19318",261,5,4,1,7,31,34,13,3,52,46,68,30,2018-03-31,98,2679450,1247850
"19319",135,12,10,2,0,28,28,2,7,44,45,56,33,2018-03-31,89,2683450,1241850
"19320",261,10,18,4,4,68,36,7,5,61,91,122,30,2018-03-31,152,2682750,1249350
"19321",261,15,7,4,21,138,40,13,3,118,123,146,95,2018-03-31,241,2680750,1248650
"19322",261,2,1,1,0,5,3,0,0,6,6,9,3,2018-03-31,12,2682850,1247150
"19323",182,6,5,1,0,17,11,1,0,13,28,35,6,2018-03-31,41,2703950,1253750
"19324",156,11,25,6,3,30,46,14,4,66,73,99,40,2018-03-31,139,2691750,1236250
"19325",59,0,7,4,2,5,13,2,0,19,14,32,1,2018-03-31,33,2681350,1263850
"19326",54,10,6,2,2,32,20,9,3,39,45,61,23,2018-03-31,84,2688650,1253350
"19327",250,1,28,10,7,38,31,23,10,63,85,117,31,2018-03-31,148,2674350,1248850
"19328",227,1,4,3,11,23,12,6,0,40,20,30,30,2018-03-31,60,2697850,1265850
"19329",247,5,3,6,8,25,28,5,6,48,38,52,34,2018-03-31,86,2675850,1249850
"19330",261,64,48,13,77,280,49,11,0,289,253,353,189,2018-03-31,542,2679350,1248350
"19331",261,5,6,4,8,58,28,5,1,62,53,79,36,2018-03-31,115,2680250,1247050
"19332",56,0,0,0,1,14,14,9,3,23,18,32,9,2018-03-31,41,2687150,1261750
"19333",243,5,2,1,0,11,7,14,1,20,21,24,17,2018-03-31,41,2671750,1250450
"19334",9,12,3,2,2,21,23,9,2,37,37,57,17,2018-03-31,74,2677650,1233250
"19335",230,6,17,10,12,48,36,14,0,74,69,64,79,2018-03-31,143,2694750,1262550
"19336",242,1,1,0,1,6,3,7,0,11,8,17,2,2018-03-31,19,2675250,1245850
"19337",298,4,6,3,3,9,16,18,10,32,37,63,6,2018-03-31,69,2701250,1264750
"19338",27,1,3,0,0,3,1,4,4,8,8,15,1,2018-03-31,16,2691050,1282450
"19339",152,2,2,3,6,4,13,2,0,15,17,30,2,2018-03-31,32,2688550,1239050
"19340",261,1,7,8,4,25,30,11,9,49,46,82,13,2018-03-31,95,2681350,1242650
"19341",261,4,3,0,5,74,24,16,2,64,64,72,56,2018-03-31,128,2684150,1250750
"19342",231,5,3,1,2,23,11,0,0,29,16,11,34,2018-03-31,45,2700650,1257150
"19343",261,12,5,1,2,35,21,21,5,47,55,69,33,2018-03-31,102,2684750,1246650
"19344",199,0,2,4,8,4,29,9,0,30,26,53,3,2018-03-31,56,2696450,1249350
"19345",261,7,9,2,1,55,23,11,11,53,66,76,43,2018-03-31,119,2679050,1251050
"19346",228,8,7,3,5,12,8,4,0,26,21,38,9,2018-03-31,47,2706350,1254650
"19347",116,0,8,2,1,5,14,8,2,21,19,39,1,2018-03-31,40,2700750,1237750
"19348",117,2,1,1,3,2,10,6,0,11,14,24,1,2018-03-31,25,2707550,1238250
"19349",261,3,4,5,11,75,38,16,10,93,69,90,72,2018-03-31,162,2683850,1251050
"19350",64,4,3,0,2,19,13,9,5,23,32,42,13,2018-03-31,55,2691350,1256050
"19351",31,0,2,3,3,0,13,1,1,11,12,23,0,2018-03-31,23,2693350,1268850
"19352",200,3,7,6,3,20,26,15,0,46,34,68,12,2018-03-31,80,2690950,1251950
"19353",249,1,5,2,3,11,16,6,1,23,22,44,1,2018-03-31,45,2676350,1252150
"19354",83,4,9,9,8,13,32,11,1,41,46,85,2,2018-03-31,87,2675150,1256550
"19355",230,10,4,2,3,29,25,13,2,44,44,76,12,2018-03-31,88,2694450,1262650
"19356",261,0,2,2,3,5,12,8,1,15,18,30,3,2018-03-31,33,2685450,1248150
"19357",141,4,6,2,11,38,33,10,2,54,52,79,27,2018-03-31,106,2684850,1238950
"19358",142,8,10,2,3,31,16,3,2,34,41,39,36,2018-03-31,75,2692350,1231850
"19359",261,10,7,0,2,29,18,5,1,40,32,45,27,2018-03-31,72,2680650,1250350
"19360",58,3,0,1,3,19,18,6,6,32,24,33,23,2018-03-31,56,2679750,1268250
"19361",199,13,17,5,4,46,25,7,0,57,60,83,34,2018-03-31,117,2692750,1249050
"19362",161,13,9,3,6,35,37,10,7,52,68,81,39,2018-03-31,120,2688150,1244250
"19363",230,11,15,7,10,54,18,3,3,59,62,62,59,2018-03-31,121,2695550,1260650
"19364",230,3,4,4,1,10,21,2,1,24,22,33,13,2018-03-31,46,2699350,1258450
"19365",156,3,4,3,1,8,9,5,2,12,23,21,14,2018-03-31,35,2691050,1236050
"19366",84,3,4,2,0,17,17,7,3,23,30,41,12,2018-03-31,53,2675250,1254650
"19367",193,3,5,2,0,16,9,4,0,20,19,36,3,2018-03-31,39,2689450,1246250
"19368",195,3,0,1,3,4,7,4,3,12,13,17,8,2018-03-31,25,2692250,1242050
"19369",261,3,7,0,4,42,8,4,0,39,29,28,40,2018-03-31,68,2683950,1251450
"19370",120,0,3,1,0,2,6,0,3,7,8,15,0,2018-03-31,15,2712250,1240450
"19371",115,2,13,3,1,11,17,12,1,30,30,55,5,2018-03-31,60,2701650,1240650
"19372",261,7,9,4,4,86,39,20,6,85,90,136,39,2018-03-31,175,2681550,1249850
"19373",119,6,3,3,2,25,27,1,0,35,32,58,9,2018-03-31,67,2699950,1243150
"19374",248,1,2,2,1,9,11,7,1,17,17,32,2,2018-03-31,34,2676750,1247450
"19375",36,0,2,3,0,4,5,1,1,9,7,15,1,2018-03-31,16,2702450,1276650
"19376",96,5,14,5,4,18,22,9,9,41,45,48,38,2018-03-31,86,2677650,1253750
"19377",92,7,12,3,3,30,25,7,2,46,43,43,46,2018-03-31,89,2681750,1259250
"19378",198,2,0,1,1,4,4,4,3,10,9,14,5,2018-03-31,19,2698350,1244350
"19379",154,6,1,0,1,15,16,12,9,29,31,45,15,2018-03-31,60,2686250,1241150
"19380",261,15,14,4,6,72,47,21,17,103,93,121,75,2018-03-31,196,2682950,1249050
"19381",295,2,13,6,3,20,19,8,3,34,40,54,20,2018-03-31,74,2687950,1234450
"19382",84,0,3,0,0,3,3,2,0,6,5,6,5,2018-03-31,11,2674750,1255750
"19383",131,2,7,2,4,19,16,6,2,30,28,42,16,2018-03-31,58,2681950,1239250
"19384",191,0,7,6,2,5,36,12,1,35,34,66,3,2018-03-31,69,2691150,1249850
"19385",161,1,8,2,2,4,11,5,2,18,17,28,7,2018-03-31,35,2685850,1243250
"19386",86,3,6,2,0,11,16,10,3,25,26,45,6,2018-03-31,51,2676250,1259650
"19387",53,2,2,5,1,8,10,8,3,19,20,29,10,2018-03-31,39,2682850,1264350
"19388",52,2,6,3,4,16,10,3,0,20,24,28,16,2018-03-31,44,2690750,1254150
"19389",60,3,7,2,0,13,10,0,6,18,23,30,11,2018-03-31,41,2680550,1262250
"19390",121,0,7,2,3,7,15,10,7,26,25,43,8,2018-03-31,51,2702550,1242250
"19391",177,2,1,3,2,7,17,5,5,25,17,41,1,2018-03-31,42,2702750,1246650
"19392",297,4,5,1,1,5,15,11,0,19,23,39,3,2018-03-31,42,2708050,1247850
"19393",2,19,24,8,11,62,33,9,3,85,84,92,77,2018-03-31,169,2677050,1237050
"19394",156,9,8,1,3,20,17,17,3,29,49,65,13,2018-03-31,78,2689550,1236750
"19395",261,1,1,2,2,5,9,0,0,11,9,20,0,2018-03-31,20,2683050,1253450
"19396",298,3,7,4,1,14,17,2,1,21,28,42,7,2018-03-31,49,2701150,1264650
"19397",251,6,12,2,0,15,15,7,1,26,32,50,8,2018-03-31,58,2675350,1252750
"19398",249,0,0,1,2,0,8,0,0,6,5,11,0,2018-03-31,11,2677050,1252050
"19399",261,18,10,3,3,78,49,13,10,92,92,130,54,2018-03-31,184,2678750,1248950
"19400",261,3,2,2,5,27,12,4,1,34,22,24,32,2018-03-31,56,2678950,1249550
"19401",192,0,3,0,0,4,4,4,2,8,9,15,2,2018-03-31,17,2693250,1240950
"19402",131,9,6,0,2,63,20,2,5,54,53,31,76,2018-03-31,107,2682150,1241250
"19403",261,2,3,0,2,58,18,4,4,48,43,72,19,2018-03-31,91,2681850,1247250
"19404",261,4,1,1,0,8,6,0,1,9,12,13,8,2018-03-31,21,2685650,1250750
"19405",216,0,6,4,1,4,11,3,0,18,11,26,3,2018-03-31,29,2699050,1268950
"19406",261,5,9,0,0,17,18,8,3,27,33,38,22,2018-03-31,60,2684850,1248050
"19407",63,3,0,0,2,7,11,5,0,16,12,25,3,2018-03-31,28,2687250,1258850
"19408",178,4,0,0,1,12,12,7,3,22,17,28,11,2018-03-31,39,2700850,1249850
"19409",151,2,5,1,7,9,17,7,0,24,24,43,5,2018-03-31,48,2688350,1238950
"19410",117,1,7,0,1,11,12,3,0,19,16,31,4,2018-03-31,35,2706850,1239850
"19411",261,3,1,1,3,6,12,7,8,16,25,33,8,2018-03-31,41,2687750,1246050
"19412",66,7,8,5,10,28,30,1,0,50,39,24,65,2018-03-31,89,2684850,1254550
"19413",230,2,4,1,1,3,4,2,2,9,10,12,7,2018-03-31,19,2694650,1264250
"19414",39,1,3,0,1,6,5,2,3,11,10,17,4,2018-03-31,21,2699050,1270550
"19415",3,1,15,6,10,17,35,6,0,49,41,83,7,2018-03-31,90,2677650,1240850
"19416",261,6,5,3,3,30,22,7,2,31,47,55,23,2018-03-31,78,2678850,1247950
"19417",250,4,5,2,3,14,3,0,1,16,16,28,4,2018-03-31,32,2673950,1249250
"19418",121,2,7,0,1,7,13,9,3,22,20,39,3,2018-03-31,42,2702550,1241850
"19419",151,1,3,0,1,2,8,3,0,8,10,12,6,2018-03-31,18,2687450,1239650
"19420",120,2,2,2,2,5,12,3,0,14,14,28,0,2018-03-31,28,2711050,1237150
"19421",142,7,8,0,13,41,38,14,8,66,63,94,35,2018-03-31,129,2690650,1233650
"19422",197,6,12,10,4,46,28,9,1,54,62,76,40,2018-03-31,116,2691950,1248850
"19423",131,2,5,2,2,7,21,11,10,30,30,56,4,2018-03-31,60,2682350,1239950
"19424",11,1,2,0,1,4,11,6,2,13,14,24,3,2018-03-31,27,2673350,1237050
"19425",131,4,3,3,3,8,20,22,29,40,52,79,13,2018-03-31,92,2682150,1241450
"19426",69,4,6,2,7,32,26,24,8,61,48,76,33,2018-03-31,109,2688050,1252250
"19427",135,2,2,0,7,14,9,5,2,22,19,37,4,2018-03-31,41,2683450,1242250
"19428",8,2,6,1,0,3,5,3,0,10,10,15,5,2018-03-31,20,2674750,1232050
"19429",86,0,5,0,2,5,10,0,0,13,9,13,9,2018-03-31,22,2676350,1259950
"19430",261,5,3,3,3,38,19,7,1,39,40,51,28,2018-03-31,79,2679150,1248750
"19431",66,1,2,5,5,18,8,5,0,21,23,21,23,2018-03-31,44,2684950,1253650
"19432",154,0,0,0,0,1,3,5,2,6,5,11,0,2018-03-31,11,2687750,1240850
"19433",92,3,10,3,1,9,18,5,0,25,24,40,9,2018-03-31,49,2681150,1259050
"19434",178,2,3,1,6,7,26,9,0,28,26,52,2,2018-03-31,54,2701150,1250150
"19435",248,0,5,6,2,2,15,7,2,17,22,35,4,2018-03-31,39,2676950,1247450
"19436",197,9,13,3,3,38,29,9,5,61,48,57,52,2018-03-31,109,2691750,1248850
"19437",198,0,1,0,1,0,7,2,1,6,6,12,0,2018-03-31,12,2697250,1243950
"19438",69,3,4,4,4,24,16,15,4,39,35,48,26,2018-03-31,74,2687050,1252550
"19439",198,4,2,3,2,7,7,5,2,15,17,27,5,2018-03-31,32,2697450,1245750
"19440",296,16,8,4,7,38,26,19,6,65,59,80,44,2018-03-31,124,2694950,1253450
"19441",192,5,2,2,5,7,23,6,5,27,28,39,16,2018-03-31,55,2694650,1239850
"19442",63,5,10,6,5,17,20,2,0,32,33,61,4,2018-03-31,65,2686850,1260450
"19443",112,6,9,4,6,15,16,7,0,32,31,54,9,2018-03-31,63,2704250,1235950
"19444",90,1,0,1,1,9,3,4,0,9,10,15,4,2018-03-31,19,2678750,1259150
"19445",247,6,15,11,9,46,37,8,2,67,67,88,46,2018-03-31,134,2675550,1250150
"19446",230,6,10,3,3,14,16,0,1,29,24,29,24,2018-03-31,53,2699850,1259950
"19447",176,0,0,0,1,12,5,2,0,17,3,5,15,2018-03-31,20,2695050,1256250
"19448",92,9,3,0,0,26,11,7,0,28,28,43,13,2018-03-31,56,2681050,1258050
"19449",141,2,1,3,5,2,8,1,5,17,10,25,2,2018-03-31,27,2684450,1239350
"19450",156,0,1,2,0,2,6,3,1,7,8,15,0,2018-03-31,15,2691850,1235950
"19451",53,0,3,1,0,10,14,7,2,18,19,31,6,2018-03-31,37,2682850,1263650
"19452",158,6,4,1,1,23,14,22,8,34,45,71,8,2018-03-31,79,2696850,1232950
