"","BFS","J_0_6","J_7_15","J_16_19","J_20_24","J_25_44","J_45_64","J_65_79","J_80P","MANN","FRAU","SCHWEIZ","AUSLAND","STICHTAG","TOT","GKODE_HEKTARMP","GKODN_HEKTARMP"
"295",298,0,1,2,2,0,3,1,2,6,5,5,6,2018-03-31,11,2701650,1264350
"296",100,0,2,0,0,1,10,2,3,8,10,17,1,2018-03-31,18,2676750,1266650
"297",154,0,1,0,1,4,6,2,0,7,7,4,10,2018-03-31,14,2686150,1241650
"298",177,0,0,0,2,0,4,2,5,7,6,13,0,2018-03-31,13,2702350,1247950
"299",296,0,1,4,3,1,6,0,0,8,7,15,0,2018-03-31,15,2699150,1258050
"300",135,1,1,1,2,11,8,5,3,14,18,23,9,2018-03-31,32,2684050,1241250
"301",89,7,9,4,4,17,20,10,0,30,41,51,20,2018-03-31,71,2679850,1260250
"302",36,1,3,3,1,2,4,1,0,7,8,15,0,2018-03-31,15,2701750,1276850
"303",56,2,1,1,3,5,14,4,1,18,13,18,13,2018-03-31,31,2686750,1263550
"304",141,3,9,1,3,28,11,5,1,30,31,34,27,2018-03-31,61,2684850,1239350
"305",31,8,1,0,0,10,0,0,2,11,10,15,6,2018-03-31,21,2693750,1269050
"306",176,0,0,0,0,0,1,8,7,3,13,15,1,2018-03-31,16,2694650,1256850
"307",96,15,2,0,1,39,13,5,2,43,34,52,25,2018-03-31,77,2678650,1255050
"308",116,0,2,2,2,3,6,4,0,10,9,19,0,2018-03-31,19,2700850,1237850
"309",173,3,2,3,2,3,12,1,1,15,12,24,3,2018-03-31,27,2705050,1248650
"310",98,0,4,2,1,6,14,0,0,15,12,26,1,2018-03-31,27,2672150,1261150
"311",176,1,5,5,2,3,14,3,0,18,15,27,6,2018-03-31,33,2693250,1255350
"312",172,1,10,0,0,4,4,0,0,9,10,19,0,2018-03-31,19,2699650,1249550
"313",230,7,3,0,0,10,0,0,0,8,12,19,1,2018-03-31,20,2694450,1260150
"314",62,0,5,0,1,3,8,0,0,7,10,17,0,2018-03-31,17,2686350,1258350
"315",261,3,1,0,0,3,4,6,0,11,6,9,8,2018-03-31,17,2686450,1247750
"316",72,2,2,2,1,2,2,0,0,8,3,10,1,2018-03-31,11,2684650,1261250
"317",176,7,10,5,5,42,26,12,3,60,50,49,61,2018-03-31,110,2693350,1254150
"318",295,4,7,0,0,6,10,1,4,17,15,20,12,2018-03-31,32,2687550,1234750
"319",136,1,1,1,0,4,5,5,6,12,11,21,2,2018-03-31,23,2683050,1237850
"320",295,1,4,3,2,12,10,4,2,25,13,24,14,2018-03-31,38,2687650,1234650
"321",56,0,0,1,1,1,6,1,1,5,6,9,2,2018-03-31,11,2686750,1262650
"322",32,1,2,1,2,1,5,5,3,11,9,18,2,2018-03-31,20,2692450,1270150
"323",159,1,0,1,3,2,6,5,1,10,9,19,0,2018-03-31,19,2693950,1235950
"324",6,0,0,0,0,8,10,1,1,8,12,14,6,2018-03-31,20,2680250,1230750
"325",21,0,2,1,2,2,10,7,0,12,12,24,0,2018-03-31,24,2694150,1270850
"326",230,3,3,3,1,10,11,7,0,18,20,30,8,2018-03-31,38,2698750,1264950
"327",55,1,0,1,1,6,2,2,20,12,21,31,2,2018-03-31,33,2681950,1269950
"328",116,5,1,0,0,11,1,1,3,12,10,22,0,2018-03-31,22,2700050,1237750
"329",31,0,0,4,1,2,6,3,0,8,8,16,0,2018-03-31,16,2693550,1268550
"330",154,2,2,0,1,4,3,2,0,6,8,9,5,2018-03-31,14,2686150,1241850
"331",121,0,1,1,2,5,2,2,0,7,6,10,3,2018-03-31,13,2703650,1243950
"332",13,6,3,2,4,11,15,6,0,23,24,34,13,2018-03-31,47,2679250,1243650
"333",198,8,6,5,4,15,12,1,2,27,26,39,14,2018-03-31,53,2695450,1244350
"334",14,6,4,2,2,9,8,4,2,16,21,28,9,2018-03-31,37,2678050,1244150
"335",111,2,0,1,2,4,4,3,1,7,10,12,5,2018-03-31,17,2707050,1243350
"336",90,2,4,1,1,3,6,1,1,8,11,17,2,2018-03-31,19,2678750,1259050
"337",173,3,0,0,1,8,9,3,1,14,11,24,1,2018-03-31,25,2705550,1248550
"338",30,4,3,2,3,23,6,7,1,26,23,24,25,2018-03-31,49,2693450,1272350
"339",230,2,1,1,5,13,10,4,0,19,17,31,5,2018-03-31,36,2699150,1262350
"340",116,0,1,1,6,0,8,2,0,8,10,18,0,2018-03-31,18,2700050,1237450
"341",2,3,3,1,0,16,6,6,0,16,19,25,10,2018-03-31,35,2676350,1236950
"342",121,2,2,3,1,3,4,3,0,7,11,9,9,2018-03-31,18,2701850,1242550
"343",141,2,0,0,0,7,3,1,0,8,5,8,5,2018-03-31,13,2685550,1238250
"344",230,1,2,2,0,4,10,4,0,10,13,21,2,2018-03-31,23,2696750,1260950
"345",152,0,0,2,2,2,9,0,0,5,10,9,6,2018-03-31,15,2688250,1238850
"346",117,0,0,1,1,2,8,3,0,7,8,15,0,2018-03-31,15,2705650,1239450
"347",296,7,7,2,2,17,5,2,2,17,27,37,7,2018-03-31,44,2694850,1252050
"348",176,1,1,0,1,4,5,2,0,6,8,14,0,2018-03-31,14,2692950,1255250
"349",194,2,9,2,2,4,12,11,5,23,24,46,1,2018-03-31,47,2693550,1247550
"350",243,0,0,1,1,4,5,1,0,6,6,10,2,2018-03-31,12,2672350,1250050
"351",90,4,2,1,1,13,4,6,0,13,18,28,3,2018-03-31,31,2678950,1259450
"352",261,1,2,0,9,5,0,0,0,12,5,9,8,2018-03-31,17,2685450,1251650
"353",56,12,7,2,2,73,28,16,2,70,72,84,58,2018-03-31,142,2686750,1262950
"354",261,2,6,7,6,9,11,20,78,44,95,132,7,2018-03-31,139,2677750,1249450
"355",156,1,3,4,1,1,12,5,0,12,15,25,2,2018-03-31,27,2691650,1236750
"356",230,0,4,0,0,2,8,3,2,9,10,18,1,2018-03-31,19,2696350,1260350
"357",221,0,4,2,0,3,3,3,2,8,9,15,2,2018-03-31,17,2694650,1266550
"358",261,3,4,1,0,17,5,6,7,17,26,36,7,2018-03-31,43,2678850,1248650
"359",141,4,7,3,4,28,17,14,3,37,43,48,32,2018-03-31,80,2685250,1238450
"360",22,0,1,1,2,7,7,4,1,11,12,20,3,2018-03-31,23,2691250,1278550
"361",230,4,7,2,4,21,11,1,0,28,22,17,33,2018-03-31,50,2699550,1257950
"362",138,0,2,0,0,0,7,7,1,9,8,12,5,2018-03-31,17,2694050,1228050
"363",172,1,0,0,4,1,5,1,0,5,7,11,1,2018-03-31,12,2699750,1249950
"364",261,3,2,1,2,2,12,5,0,12,15,21,6,2018-03-31,27,2685750,1246450
"365",261,16,6,1,5,31,17,12,6,43,51,45,49,2018-03-31,94,2687050,1246250
"366",221,3,3,5,1,2,12,1,0,11,16,26,1,2018-03-31,27,2695350,1267150
"367",89,3,1,0,0,12,10,3,2,16,15,21,10,2018-03-31,31,2680150,1260850
"368",261,6,0,0,1,11,6,2,2,15,13,19,9,2018-03-31,28,2687750,1245950
"369",261,12,3,1,0,21,3,1,1,24,18,40,2,2018-03-31,42,2682050,1244850
"370",115,0,4,0,1,14,5,5,0,12,17,18,11,2018-03-31,29,2703150,1237950
"371",261,13,13,1,0,39,20,7,5,50,48,66,32,2018-03-31,98,2682350,1245350
"372",215,1,4,0,0,4,10,2,0,10,11,21,0,2018-03-31,21,2688950,1264550
"373",218,0,1,2,2,3,11,2,0,9,12,20,1,2018-03-31,21,2704350,1269350
"374",200,17,22,7,11,60,32,20,3,93,79,79,93,2018-03-31,172,2689650,1252550
"375",198,0,0,0,1,4,13,1,1,12,8,15,5,2018-03-31,20,2696150,1242950
"376",142,2,3,5,3,9,13,7,0,19,23,31,11,2018-03-31,42,2691050,1233050
"377",244,0,1,0,0,2,7,3,0,9,4,7,6,2018-03-31,13,2673650,1251950
"378",218,2,0,2,3,4,4,0,1,7,9,16,0,2018-03-31,16,2704550,1268950
"379",295,14,10,1,9,30,9,6,0,44,35,39,40,2018-03-31,79,2688150,1233950
"380",296,0,3,0,0,4,2,4,1,9,5,10,4,2018-03-31,14,2693850,1253350
"381",121,3,6,3,4,16,11,2,0,26,19,25,20,2018-03-31,45,2702950,1242150
"382",160,5,10,2,1,13,10,7,0,21,27,32,16,2018-03-31,48,2688850,1242950
"383",261,0,2,1,1,11,12,3,2,18,14,20,12,2018-03-31,32,2684650,1245650
"384",152,1,3,0,0,2,6,7,2,10,11,19,2,2018-03-31,21,2688250,1238650
"385",295,0,0,0,1,9,5,1,2,7,11,10,8,2018-03-31,18,2688150,1234950
"386",96,0,3,4,6,49,34,11,0,76,31,27,80,2018-03-31,107,2677750,1253950
"387",154,0,1,0,0,5,6,1,0,7,6,4,9,2018-03-31,13,2686950,1240250
"388",158,2,1,0,0,7,2,1,0,6,7,10,3,2018-03-31,13,2699650,1232750
"389",101,1,7,1,7,19,7,5,0,32,15,29,18,2018-03-31,47,2676550,1261250
"390",191,6,5,0,3,19,15,6,2,30,26,34,22,2018-03-31,56,2689550,1250350
"391",161,4,17,3,4,18,23,15,13,44,53,83,14,2018-03-31,97,2688150,1244650
"392",261,0,4,4,1,5,15,6,3,20,18,32,6,2018-03-31,38,2684850,1246550
"393",296,13,19,12,11,52,32,15,3,73,84,68,89,2018-03-31,157,2694050,1253950
"394",119,2,0,0,0,4,2,7,1,9,7,16,0,2018-03-31,16,2701050,1243450
"395",195,11,11,8,1,27,30,10,4,52,50,69,33,2018-03-31,102,2689950,1245550
"396",243,8,10,3,7,28,15,11,13,41,54,41,54,2018-03-31,95,2671850,1250650
"397",261,11,11,4,16,132,59,23,8,145,119,128,136,2018-03-31,264,2679350,1248950
"398",261,5,7,1,3,27,12,10,3,31,37,50,18,2018-03-31,68,2681550,1246550
"399",154,2,6,2,1,12,12,12,3,23,27,38,12,2018-03-31,50,2686250,1241850
"400",230,4,6,4,3,31,17,24,18,51,56,79,28,2018-03-31,107,2699050,1260950
"401",247,7,12,3,8,30,15,7,4,44,42,23,63,2018-03-31,86,2677050,1250150
"402",156,8,2,1,1,28,25,9,1,38,37,52,23,2018-03-31,75,2689750,1236750
"403",261,0,0,0,0,0,9,26,137,55,117,158,14,2018-03-31,172,2687250,1250550
"404",261,2,0,2,2,13,10,8,0,21,16,22,15,2018-03-31,37,2684550,1248350
"405",261,8,7,6,5,23,19,20,17,53,52,79,26,2018-03-31,105,2679950,1251050
"406",66,40,13,2,7,119,33,10,0,119,105,141,83,2018-03-31,224,2684850,1252850
"407",158,0,2,0,0,5,6,2,2,9,8,15,2,2018-03-31,17,2698050,1233150
"408",230,6,6,1,6,42,17,9,1,45,43,54,34,2018-03-31,88,2695350,1261350
"409",94,6,9,3,7,20,16,3,2,34,32,43,23,2018-03-31,66,2671850,1257150
"410",153,14,27,7,13,60,53,22,3,105,94,105,94,2018-03-31,199,2701050,1234550
"411",261,8,9,8,7,62,37,32,17,97,83,115,65,2018-03-31,180,2679350,1249350
"412",176,2,8,4,6,9,22,1,2,27,27,46,8,2018-03-31,54,2695050,1255350
"413",251,3,6,5,9,12,22,8,5,32,38,56,14,2018-03-31,70,2673550,1251250
"414",67,0,4,1,1,8,17,5,0,18,18,32,4,2018-03-31,36,2682950,1273750
"415",261,6,27,25,15,33,46,5,0,73,84,130,27,2018-03-31,157,2683250,1253450
"416",83,12,4,1,4,78,6,1,0,58,48,65,41,2018-03-31,106,2675050,1256150
"417",53,11,8,1,5,39,28,12,8,58,54,77,35,2018-03-31,112,2683150,1263150
"418",121,0,8,2,5,12,27,14,1,37,32,63,6,2018-03-31,69,2703950,1243850
"419",199,2,3,0,2,11,19,10,0,23,24,39,8,2018-03-31,47,2694750,1249250
"420",261,16,16,0,7,70,20,3,0,68,64,86,46,2018-03-31,132,2680050,1252950
"421",53,22,20,12,14,55,30,18,30,94,107,121,80,2018-03-31,201,2682050,1263050
"422",96,1,1,1,7,3,12,10,5,18,22,38,2,2018-03-31,40,2677750,1254450
"423",261,1,1,1,4,34,15,7,5,33,35,34,34,2018-03-31,68,2683950,1247150
"424",142,1,5,0,1,3,2,1,0,7,6,7,6,2018-03-31,13,2690150,1230950
"425",230,3,2,1,2,11,7,5,0,16,15,28,3,2018-03-31,31,2699550,1264250
"426",230,5,5,0,3,11,24,9,3,27,33,57,3,2018-03-31,60,2696150,1263650
"427",261,6,6,2,1,17,12,7,0,23,28,24,27,2018-03-31,51,2685050,1245150
"428",55,7,7,5,1,23,15,11,5,38,36,57,17,2018-03-31,74,2681950,1269550
"429",199,12,22,13,6,41,37,14,3,71,77,91,57,2018-03-31,148,2693650,1249650
"430",58,6,8,3,5,58,22,4,1,56,51,70,37,2018-03-31,107,2679950,1267750
"431",261,26,14,2,4,103,66,14,6,118,117,187,48,2018-03-31,235,2682150,1248850
"432",261,11,6,1,2,32,28,4,1,47,38,75,10,2018-03-31,85,2682350,1250050
"433",243,5,6,3,13,24,24,6,4,43,42,63,22,2018-03-31,85,2672450,1249850
"434",261,9,14,3,3,63,36,19,11,65,93,108,50,2018-03-31,158,2684950,1246650
"435",92,4,3,3,11,14,30,14,1,38,42,63,17,2018-03-31,80,2681650,1259250
"436",72,5,2,3,4,14,17,1,2,21,27,41,7,2018-03-31,48,2684150,1260950
"437",261,2,1,0,1,18,7,8,2,22,17,30,9,2018-03-31,39,2680850,1248550
"438",261,2,6,3,15,34,28,10,1,54,45,83,16,2018-03-31,99,2683550,1247950
"439",296,4,0,2,3,9,12,6,0,14,22,36,0,2018-03-31,36,2694250,1254650
"440",261,9,12,5,5,109,33,6,8,96,91,125,62,2018-03-31,187,2680250,1248050
"441",121,12,5,3,4,37,20,13,5,48,51,60,39,2018-03-31,99,2701850,1242950
"442",101,2,8,0,2,9,8,1,1,17,14,26,5,2018-03-31,31,2675050,1260550
"443",199,2,12,5,4,15,33,6,0,41,36,66,11,2018-03-31,77,2694150,1251550
"444",197,10,22,11,11,38,42,6,5,79,66,108,37,2018-03-31,145,2692250,1248950
"445",51,0,5,0,0,2,0,3,1,6,5,9,2,2018-03-31,11,2683150,1261650
"446",261,9,9,0,3,69,31,16,2,74,65,89,50,2018-03-31,139,2684650,1250950
"447",93,5,5,0,0,12,15,8,0,24,21,26,19,2018-03-31,45,2673250,1261450
"448",261,12,11,3,3,65,40,8,2,73,71,96,48,2018-03-31,144,2683950,1246050
"449",295,13,11,3,0,24,18,0,0,38,31,35,34,2018-03-31,69,2689550,1234050
"450",261,1,1,2,4,23,21,12,3,36,31,47,20,2018-03-31,67,2681850,1251550
"451",195,8,9,1,1,23,24,2,0,37,31,42,26,2018-03-31,68,2689550,1245750
"452",261,7,2,3,1,83,28,6,4,59,75,85,49,2018-03-31,134,2680850,1246850
"453",69,3,5,0,1,7,22,3,0,22,19,38,3,2018-03-31,41,2687250,1253150
"454",261,5,2,2,4,49,10,2,1,33,42,43,32,2018-03-31,75,2682450,1251950
"455",131,14,15,7,10,82,26,7,4,87,78,88,77,2018-03-31,165,2682050,1241350
"456",198,19,18,2,3,51,42,14,5,79,75,125,29,2018-03-31,154,2697250,1244650
"457",297,2,2,5,1,4,16,6,3,18,21,38,1,2018-03-31,39,2707650,1246950
"458",199,2,6,0,0,10,7,37,10,30,42,53,19,2018-03-31,72,2693450,1249550
"459",216,3,2,1,0,10,9,2,0,15,12,23,4,2018-03-31,27,2700650,1267850
"460",261,28,15,0,11,89,42,16,6,102,105,123,84,2018-03-31,207,2684450,1245850
"461",5,1,4,1,0,1,8,3,0,8,10,17,1,2018-03-31,18,2676650,1238950
"462",261,5,2,1,2,26,20,9,2,32,35,45,22,2018-03-31,67,2684450,1251350
"463",191,2,12,5,15,51,26,14,11,88,48,68,68,2018-03-31,136,2688250,1250350
"464",139,2,1,1,4,7,14,3,1,15,18,29,4,2018-03-31,33,2683550,1240150
"465",131,9,6,0,7,35,25,21,6,56,53,72,37,2018-03-31,109,2682450,1239650
"466",294,4,3,3,2,17,12,12,4,32,25,49,8,2018-03-31,57,2707650,1261050
"467",261,6,4,3,1,21,18,13,3,32,37,55,14,2018-03-31,69,2684350,1248650
"468",261,4,4,7,8,24,30,9,1,46,41,75,12,2018-03-31,87,2684150,1251450
"469",244,11,19,10,6,55,40,18,6,85,80,92,73,2018-03-31,165,2673550,1252650
"470",36,4,7,1,2,8,16,8,0,18,28,40,6,2018-03-31,46,2702250,1276850
"471",191,2,5,1,1,19,29,15,0,37,35,59,13,2018-03-31,72,2689050,1250450
"472",180,0,3,3,0,4,8,6,1,14,11,24,1,2018-03-31,25,2700250,1253650
"473",121,18,14,7,10,71,39,15,6,88,92,84,96,2018-03-31,180,2703550,1243450
"474",7,2,2,1,3,10,8,5,1,18,14,27,5,2018-03-31,32,2677850,1230450
"475",199,8,13,6,6,21,28,11,3,46,50,53,43,2018-03-31,96,2693650,1249450
"476",31,4,2,0,1,15,4,6,3,17,18,30,5,2018-03-31,35,2693850,1268750
"477",261,4,2,0,1,12,4,3,3,13,16,16,13,2018-03-31,29,2678450,1248450
"478",261,9,11,4,7,38,28,12,2,55,56,87,24,2018-03-31,111,2681350,1248250
"479",261,6,4,3,4,29,11,17,6,44,36,60,20,2018-03-31,80,2682350,1244650
"480",121,3,5,1,9,21,23,18,0,31,49,50,30,2018-03-31,80,2702850,1242150
"481",152,3,7,4,1,7,22,15,1,26,34,48,12,2018-03-31,60,2688450,1238550
"482",193,9,12,2,7,32,23,8,3,48,48,54,42,2018-03-31,96,2690950,1247250
"483",156,11,4,1,1,18,20,19,4,42,36,72,6,2018-03-31,78,2692850,1235750
"484",57,4,10,3,2,14,29,2,1,34,31,54,11,2018-03-31,65,2686350,1265150
"485",63,7,3,5,14,12,26,5,0,36,36,55,17,2018-03-31,72,2686950,1260550
"486",230,4,7,5,12,27,28,8,5,50,46,61,35,2018-03-31,96,2696150,1262550
"487",261,11,7,2,1,48,43,8,2,65,57,86,36,2018-03-31,122,2683450,1248650
"488",142,9,12,0,5,32,43,17,5,56,67,101,22,2018-03-31,123,2693550,1231450
"489",261,11,7,2,10,71,40,15,7,84,79,123,40,2018-03-31,163,2682250,1245250
"490",121,4,5,5,7,21,24,10,2,37,41,57,21,2018-03-31,78,2703650,1243350
"491",192,5,3,2,0,17,20,14,7,27,41,56,12,2018-03-31,68,2694750,1239250
"492",243,2,6,4,1,15,8,6,4,28,18,36,10,2018-03-31,46,2672950,1250950
"493",261,3,2,2,3,75,31,16,3,76,59,56,79,2018-03-31,135,2683950,1246550
"494",99,1,2,2,2,9,15,4,3,22,16,29,9,2018-03-31,38,2673650,1261550
"495",178,3,1,0,0,4,0,4,0,5,7,12,0,2018-03-31,12,2701950,1251950
"496",223,5,6,0,0,23,6,7,2,20,29,43,6,2018-03-31,49,2691950,1264450
"497",54,3,8,2,7,20,12,2,0,23,31,33,21,2018-03-31,54,2688650,1252650
"498",295,15,14,3,4,53,33,18,3,78,65,64,79,2018-03-31,143,2687150,1235050
"499",113,8,8,5,9,40,23,13,1,56,51,86,21,2018-03-31,107,2706850,1235750
"500",261,6,7,3,2,30,19,12,1,37,43,63,17,2018-03-31,80,2683850,1248550
"501",195,1,7,1,2,16,27,2,0,25,31,42,14,2018-03-31,56,2689650,1245950
"502",230,6,7,1,3,15,21,14,3,30,40,43,27,2018-03-31,70,2699550,1263350
"503",96,9,3,1,2,21,11,4,0,28,23,43,8,2018-03-31,51,2677050,1253750
"504",261,6,6,5,1,20,22,6,2,35,33,55,13,2018-03-31,68,2678150,1249350
"505",173,5,3,1,3,19,8,7,0,26,20,40,6,2018-03-31,46,2704250,1247350
"506",194,2,0,0,3,6,11,14,1,20,17,37,0,2018-03-31,37,2694650,1245950
"507",261,6,2,0,2,21,10,10,10,26,35,35,26,2018-03-31,61,2686550,1246150
"508",261,5,1,0,0,35,17,9,7,36,38,44,30,2018-03-31,74,2681350,1250250
"509",137,0,4,1,2,4,10,7,2,15,15,26,4,2018-03-31,30,2686250,1236250
"510",199,7,6,2,0,22,19,5,1,31,31,42,20,2018-03-31,62,2692850,1248850
"511",261,4,4,0,3,80,30,7,5,75,58,72,61,2018-03-31,133,2680750,1247050
"512",178,0,6,1,0,4,7,4,0,11,11,22,0,2018-03-31,22,2702350,1252350
"513",231,0,5,1,0,3,7,1,0,6,11,16,1,2018-03-31,17,2704450,1256050
"514",7,1,3,3,0,6,18,7,0,21,17,26,12,2018-03-31,38,2677650,1230750
"515",261,4,11,3,5,17,26,14,6,41,45,72,14,2018-03-31,86,2687550,1246650
"516",261,25,20,6,22,106,66,22,2,146,123,132,137,2018-03-31,269,2679350,1249150
"517",96,1,1,0,3,13,11,9,6,22,22,38,6,2018-03-31,44,2678550,1254950
"518",115,6,10,3,3,17,21,7,2,34,35,66,3,2018-03-31,69,2701650,1241050
"519",120,10,8,3,5,22,20,4,1,40,33,58,15,2018-03-31,73,2711350,1237050
"520",196,8,0,0,3,14,17,1,1,21,23,43,1,2018-03-31,44,2696950,1241150
"521",120,2,0,0,1,4,5,8,0,10,10,18,2,2018-03-31,20,2711750,1237650
"522",230,1,3,1,6,31,10,0,0,31,21,40,12,2018-03-31,52,2696050,1261250
"523",57,2,4,2,2,6,16,5,1,20,18,32,6,2018-03-31,38,2685150,1267050
"524",57,1,1,3,0,1,5,4,2,7,10,13,4,2018-03-31,17,2686050,1265150
"525",8,5,3,2,7,9,15,5,1,22,25,43,4,2018-03-31,47,2674550,1232050
"526",261,3,8,1,10,16,37,12,3,50,40,63,27,2018-03-31,90,2684450,1248450
"527",251,3,5,3,0,15,12,5,2,23,22,32,13,2018-03-31,45,2675450,1252350
"528",35,0,0,0,0,1,9,5,2,7,10,16,1,2018-03-31,17,2691250,1276450
"529",96,6,2,0,5,16,14,10,38,35,56,83,8,2018-03-31,91,2677650,1254250
"530",90,1,2,0,0,2,0,4,2,4,7,10,1,2018-03-31,11,2679750,1257550
"531",261,21,11,4,1,94,64,5,2,113,89,151,51,2018-03-31,202,2679850,1248350
"532",66,3,8,4,3,25,16,4,5,36,32,47,21,2018-03-31,68,2685750,1253750
"533",182,6,5,2,1,10,10,3,3,22,18,37,3,2018-03-31,40,2703950,1253850
"534",247,8,25,8,11,51,40,11,4,79,79,52,106,2018-03-31,158,2675650,1250750
"535",297,10,1,2,0,16,13,2,0,23,21,39,5,2018-03-31,44,2709450,1247650
"536",261,5,5,0,3,26,10,3,1,23,30,33,20,2018-03-31,53,2678850,1248350
"537",191,8,6,3,0,14,16,6,1,27,27,37,17,2018-03-31,54,2687250,1249950
"538",28,0,0,0,1,7,4,2,0,8,6,13,1,2018-03-31,14,2687950,1270150
"539",68,4,5,1,1,10,8,1,2,14,18,24,8,2018-03-31,32,2685950,1264450
"540",62,9,14,5,13,54,45,22,9,89,82,117,54,2018-03-31,171,2686750,1255850
"541",192,1,1,0,2,8,11,22,6,25,26,42,9,2018-03-31,51,2696250,1238050
"542",230,5,6,4,8,36,23,14,2,48,50,83,15,2018-03-31,98,2696250,1262850
"543",193,6,10,6,7,29,28,35,7,61,67,93,35,2018-03-31,128,2690650,1246350
"544",261,2,11,4,9,29,26,17,3,50,51,91,10,2018-03-31,101,2682750,1249750
"545",230,9,13,0,8,61,16,1,0,56,52,73,35,2018-03-31,108,2696150,1260850
"546",111,2,3,0,2,17,8,9,3,21,23,39,5,2018-03-31,44,2707050,1243750
"547",261,6,10,8,8,22,55,28,37,82,92,153,21,2018-03-31,174,2680350,1246150
"548",261,4,6,2,0,7,6,3,1,16,13,26,3,2018-03-31,29,2678650,1252050
"549",230,0,4,4,1,8,2,2,0,11,10,18,3,2018-03-31,21,2697650,1261550
"550",296,0,1,1,2,1,5,2,1,8,5,12,1,2018-03-31,13,2698350,1253550
"551",227,4,4,2,3,21,10,4,0,24,24,38,10,2018-03-31,48,2697350,1265450
"552",112,2,5,0,3,14,20,16,4,32,32,62,2,2018-03-31,64,2704850,1236350
"553",27,3,1,0,1,8,8,10,3,16,18,34,0,2018-03-31,34,2690550,1282850
"554",295,4,2,1,3,9,21,12,3,28,27,43,12,2018-03-31,55,2687350,1235350
"555",3,0,2,0,3,3,6,12,1,12,15,26,1,2018-03-31,27,2678350,1241150
"556",230,3,4,3,6,8,26,15,7,33,39,66,6,2018-03-31,72,2700450,1259950
"557",10,0,0,0,2,1,8,2,1,8,6,12,2,2018-03-31,14,2673750,1235250
"558",198,0,0,4,3,1,8,7,0,12,11,23,0,2018-03-31,23,2698250,1246550
"559",135,2,4,0,2,4,6,2,10,8,22,30,0,2018-03-31,30,2683050,1242550
"560",154,5,5,0,2,12,17,3,0,19,25,25,19,2018-03-31,44,2686250,1242150
"561",223,0,0,0,1,1,5,2,4,6,7,12,1,2018-03-31,13,2690750,1265350
"562",261,0,3,1,1,5,21,11,2,19,25,38,6,2018-03-31,44,2681850,1250150
"563",261,48,13,8,7,110,35,24,13,121,137,187,71,2018-03-31,258,2678850,1251050
"564",158,6,10,2,3,30,29,22,3,50,55,89,16,2018-03-31,105,2698450,1232950
"565",118,4,6,4,2,13,29,31,18,51,56,84,23,2018-03-31,107,2707650,1234450
"566",241,2,1,1,0,6,8,3,1,12,10,20,2,2018-03-31,22,2675650,1243150
"567",195,1,2,2,1,10,7,8,0,16,15,25,6,2018-03-31,31,2692250,1242350
"568",59,3,4,0,0,16,12,12,2,23,26,44,5,2018-03-31,49,2681150,1264250
"569",172,2,1,3,2,3,12,8,1,15,17,31,1,2018-03-31,32,2699650,1250150
"570",199,5,1,0,0,14,6,0,0,12,14,24,2,2018-03-31,26,2696350,1248650
"571",37,1,4,1,2,7,9,4,4,16,16,32,0,2018-03-31,32,2696750,1274150
"572",261,6,3,0,0,9,14,4,1,16,21,33,4,2018-03-31,37,2685950,1246050
"573",115,3,5,6,4,7,17,4,2,25,23,47,1,2018-03-31,48,2701550,1241150
"574",121,11,7,1,10,39,30,8,2,55,53,72,36,2018-03-31,108,2702550,1241950
"575",261,21,11,5,17,62,21,5,0,77,65,96,46,2018-03-31,142,2686150,1250850
"576",61,7,1,2,7,19,17,10,3,37,29,52,14,2018-03-31,66,2679250,1272250
"577",55,2,2,1,1,11,9,11,3,17,23,32,8,2018-03-31,40,2682050,1269950
"578",261,0,2,0,3,17,23,13,3,37,24,33,28,2018-03-31,61,2681950,1247950
"579",193,5,19,6,8,14,37,19,2,47,63,91,19,2018-03-31,110,2691150,1246950
"580",298,8,9,4,1,30,28,8,3,46,45,76,15,2018-03-31,91,2701450,1264550
"581",224,18,16,5,2,36,13,0,0,45,45,53,37,2018-03-31,90,2690850,1263850
"582",261,2,2,1,3,25,10,5,4,26,26,35,17,2018-03-31,52,2686450,1245950
"583",213,4,3,4,5,6,21,2,1,22,24,46,0,2018-03-31,46,2693450,1259050
"584",138,0,0,0,2,10,7,1,0,15,5,8,12,2018-03-31,20,2694550,1227450
"585",261,7,6,1,5,77,32,14,4,73,73,80,66,2018-03-31,146,2682650,1244550
"586",294,2,9,2,0,6,2,0,0,13,8,21,0,2018-03-31,21,2706750,1259050
"587",121,0,5,2,0,9,24,4,2,23,23,35,11,2018-03-31,46,2702450,1241850
"588",141,6,19,8,4,33,30,10,10,61,59,85,35,2018-03-31,120,2685050,1238150
"589",261,6,3,2,5,28,25,7,1,42,35,50,27,2018-03-31,77,2682650,1246650
"590",137,11,4,0,6,50,29,8,7,58,57,84,31,2018-03-31,115,2686450,1236350
"591",161,2,10,6,5,3,29,6,3,30,34,52,12,2018-03-31,64,2687650,1245050
"592",161,0,1,1,0,3,4,5,0,8,6,14,0,2018-03-31,14,2685650,1243650
"593",138,0,0,1,1,2,6,0,1,5,6,11,0,2018-03-31,11,2693950,1227850
"594",198,1,3,3,2,11,7,3,2,17,15,28,4,2018-03-31,32,2696850,1246450
"595",241,0,2,0,1,3,7,0,0,5,8,13,0,2018-03-31,13,2675950,1243650
